	constitutional_XLogP	constitutional_MW	constitutional_LipinskiFailures	constitutional_nRotB	constitutional_MLogP	constitutional_nAtomLAC	constitutional_nAtomP	constitutional_nAtomLC	constitutional_nB	constitutional_nBase	constitutional_nAtom	constitutional_nAromBond	constitutional_naAromAtom	constitutional_ALogP	constitutional_ALogp2	constitutional_AMR	electronic_tpsaEfficiency	electronic_TopoPSA	electronic_nHBDon	electronic_nHBAcc	electronic_PPSA.1	electronic_PPSA.2	electronic_PPSA.3	electronic_PNSA.1	electronic_PNSA.2	electronic_PNSA.3	electronic_DPSA.1	electronic_DPSA.2	electronic_DPSA.3	electronic_FPSA.1	electronic_FPSA.2	electronic_FPSA.3	electronic_FNSA.1	electronic_FNSA.2	electronic_FNSA.3	electronic_WPSA.1	electronic_WPSA.2	electronic_WPSA.3	electronic_WNSA.1	electronic_WNSA.2	electronic_WNSA.3	electronic_RPCG	electronic_RNCG	electronic_RPCS	electronic_RNCS	electronic_THSA	electronic_TPSA	electronic_RHSA	electronic_RPSA	electronic_bpol	electronic_apol	geometrical_topoShape	geometrical_geomShape	geometrical_MOMI.X	geometrical_MOMI.Y	geometrical_MOMI.Z	geometrical_MOMI.XY	geometrical_MOMI.XZ	geometrical_MOMI.YZ	geometrical_MOMI.R	geometrical_LOBMAX	geometrical_LOBMIN	geometrical_GRAV.1	geometrical_GRAV.2	geometrical_GRAV.3	geometrical_GRAVH.1	geometrical_GRAVH.2	geometrical_GRAVH.3	geometrical_GRAV.4	geometrical_GRAV.5	geometrical_GRAV.6	geometrical_PPSA.1	geometrical_PPSA.2	geometrical_PPSA.3	geometrical_PNSA.1	geometrical_PNSA.2	geometrical_PNSA.3	geometrical_DPSA.1	geometrical_DPSA.2	geometrical_DPSA.3	geometrical_FPSA.1	geometrical_FPSA.2	geometrical_FPSA.3	geometrical_FNSA.1	geometrical_FNSA.2	geometrical_FNSA.3	geometrical_WPSA.1	geometrical_WPSA.2	geometrical_WPSA.3	geometrical_WNSA.1	geometrical_WNSA.2	geometrical_WNSA.3	geometrical_RPCG	geometrical_RNCG	geometrical_RPCS	geometrical_RNCS	geometrical_THSA	geometrical_TPSA	geometrical_RHSA	geometrical_RPSA	hybrid_Wlambda1.unity	hybrid_Wlambda2.unity	hybrid_Wlambda3.unity	hybrid_Wnu1.unity	hybrid_Wnu2.unity	hybrid_Weta1.unity	hybrid_Weta2.unity	hybrid_Weta3.unity	hybrid_WT.unity	hybrid_WA.unity	hybrid_WV.unity	hybrid_WK.unity	hybrid_WD.unity	hybrid_BCUTw.1l	hybrid_BCUTw.1h	hybrid_BCUTc.1l	hybrid_BCUTc.1h	hybrid_BCUTp.1l	hybrid_BCUTp.1h	topological_nSmallRings	topological_nAromRings	topological_nRingBlocks	topological_nAromBlocks	topological_nRings3	topological_nRings4	topological_nRings5	topological_nRings6	topological_nRings7	topological_nRings8	topological_nRings9	topological_tpsaEfficiency	topological_Zagreb	topological_WPATH	topological_WPOL	topological_VAdjMat	topological_VABC	topological_TopoPSA	topological_topoShape	topological_geomShape	topological_PetitjeanNumber	topological_MDEC.11	topological_MDEC.12	topological_MDEC.13	topological_MDEC.14	topological_MDEC.22	topological_MDEC.23	topological_MDEC.24	topological_MDEC.33	topological_MDEC.34	topological_MDEC.44	topological_MDEO.11	topological_MDEO.12	topological_MDEO.22	topological_MDEN.11	topological_MDEN.12	topological_MDEN.13	topological_MDEN.22	topological_MDEN.23	topological_MDEN.33	topological_khs.sLi	topological_khs.ssBe	topological_khs.ssssBe	topological_khs.ssBH	topological_khs.sssB	topological_khs.ssssB	topological_khs.sCH3	topological_khs.dCH2	topological_khs.ssCH2	topological_khs.tCH	topological_khs.dsCH	topological_khs.aaCH	topological_khs.sssCH	topological_khs.ddC	topological_khs.tsC	topological_khs.dssC	topological_khs.aasC	topological_khs.aaaC	topological_khs.ssssC	topological_khs.sNH3	topological_khs.sNH2	topological_khs.ssNH2	topological_khs.dNH	topological_khs.ssNH	topological_khs.aaNH	topological_khs.tN	topological_khs.sssNH	topological_khs.dsN	topological_khs.aaN	topological_khs.sssN	topological_khs.ddsN	topological_khs.aasN	topological_khs.ssssN	topological_khs.sOH	topological_khs.dO	topological_khs.ssO	topological_khs.aaO	topological_khs.sF	topological_khs.sSiH3	topological_khs.ssSiH2	topological_khs.sssSiH	topological_khs.ssssSi	topological_khs.sPH2	topological_khs.ssPH	topological_khs.sssP	topological_khs.dsssP	topological_khs.sssssP	topological_khs.sSH	topological_khs.dS	topological_khs.ssS	topological_khs.aaS	topological_khs.dssS	topological_khs.ddssS	topological_khs.sCl	topological_khs.sGeH3	topological_khs.ssGeH2	topological_khs.sssGeH	topological_khs.ssssGe	topological_khs.sAsH2	topological_khs.ssAsH	topological_khs.sssAs	topological_khs.sssdAs	topological_khs.sssssAs	topological_khs.sSeH	topological_khs.dSe	topological_khs.ssSe	topological_khs.aaSe	topological_khs.dssSe	topological_khs.ddssSe	topological_khs.sBr	topological_khs.sSnH3	topological_khs.ssSnH2	topological_khs.sssSnH	topological_khs.ssssSn	topological_khs.sI	topological_khs.sPbH3	topological_khs.ssPbH2	topological_khs.sssPbH	topological_khs.ssssPb	topological_Kier1	topological_Kier2	topological_Kier3	topological_HybRatio	topological_fragC	topological_FMF	topological_ECCEN	topological_SCH.3	topological_SCH.4	topological_SCH.5	topological_SCH.6	topological_SCH.7	topological_VCH.3	topological_VCH.4	topological_VCH.5	topological_VCH.6	topological_VCH.7	topological_C1SP1	topological_C2SP1	topological_C1SP2	topological_C2SP2	topological_C3SP2	topological_C1SP3	topological_C2SP3	topological_C3SP3	topological_C4SP3	topological_ATSp1	topological_ATSp2	topological_ATSp3	topological_ATSp4	topological_ATSp5	topological_ATSm1	topological_ATSm2	topological_ATSm3	topological_ATSm4	topological_ATSm5	topological_ATSc1	topological_ATSc2	topological_ATSc3	topological_ATSc4	topological_ATSc5	toxicity_label
penicillin	4.89400	545.23483	0	10	3.99000	2	6	4	42	1	74	18	18	4.40910	19.44016	152.00360	0.22750	124.04000	3	7	456.47017	1457.44123	32.07614	187.78709	-599.57619	-42.26691	268.68308	2057.01741	74.34305	0.70852	2.26220	0.04979	0.29148	-0.93065	-0.06561	294.08422	938.96709	20.66529	120.98320	-386.28131	-27.23076	0.08711	0.10344	0.30957	2.74836	477.24402	167.01324	0.74077	0.25923	46.71625	87.30575	999.00100	0.92574	7801.84068	7143.57480	1268.90827	1.09215	6.14847	5.62970	6.90375	2.54158	2.54158	3257.30531	57.07281	14.82357	3617.16975	60.14291	15.35052	17665.27758	132.91079	26.04395	456.47017	1457.44123	32.07614	187.78709	-599.57619	-42.26691	268.68308	2057.01741	74.34305	0.70852	2.26220	0.04979	0.29148	-0.93065	-0.06561	294.08422	938.96709	20.66529	120.98320	-386.28131	-27.23076	0.08711	0.10344	0.30957	2.74836	477.24402	167.01324	0.74077	0.25923	1.12500	1.81993	14.42290	0.06478	0.10479	0.48259	0.44010	0.58687	17.36783	44.52185	91.41947	0.37283	1.50957	11.85000	31.97207	-0.33044	0.27831	4.77686	12.08391	5	3	4	3	0	1	1	3	0	0	0	0.22750	200	368000001423	52	6.39232	513.82885	124.04000	999.00100	0.92574	0.99900	0.50000	0.00001	0.06240	2.00000	0.00000	0.00000	0.00001	0.00585	0.04072	0.00000	1.19527	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0	0	0	0	0	0	2	0	4	0	0	15	3	0	0	3	3	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.92517	15.46433	8.99343	0.32258	4447.08000	0.43243	-1899346004	0.00000	0.11111	0.40044	1.08144	1.67596	0.00000	0.07454	0.29330	0.72002	1.17262	0	0	3	15	3	5	4	1	0	2592.05926	3029.21899	4032.91567	3611.12556	2942.33465	49.30557	47.83121	69.33181	62.46303	62.81600	0.69536	-0.34005	-0.05352	0.24450	-0.35260	1
penicillin_g	0.69900	588.26177	2	12	3.33000	2	10	8	42	1	81	12	12	2.91730	8.51064	152.94850	0.28486	167.57000	4	11	391.77873	1591.24477	24.19756	219.31433	-890.76501	-46.46722	172.46440	2482.00978	70.66477	0.64111	2.60393	0.03960	0.35889	-1.45766	-0.07604	239.41326	972.39863	14.78696	134.02146	-544.34031	-28.39579	0.07220	0.10119	0.13624	0.10375	441.22455	169.86851	0.72203	0.27797	53.80028	90.62572	999.00100	0.91471	9376.12917	8895.80609	1233.45579	1.05399	7.60151	7.21210	7.07495	2.15467	2.15456	3344.05163	57.82778	14.95401	3765.88238	61.36679	15.55807	20396.82364	142.81745	27.32253	391.77873	1591.24477	24.19756	219.31433	-890.76501	-46.46722	172.46440	2482.00978	70.66477	0.64111	2.60393	0.03960	0.35889	-1.45766	-0.07604	239.41326	972.39863	14.78696	134.02146	-544.34031	-28.39579	0.07220	0.10119	0.13624	0.10375	441.22455	169.86851	0.72203	0.27797	1.32489	1.53766	17.07276	0.06646	0.07713	0.30367	0.42814	0.55447	19.93532	50.90890	105.62540	0.39231	1.28628	11.85000	31.97207	-0.41113	0.29350	1.43799	12.08391	4	2	3	2	0	1	1	2	0	0	0	0.28486	202	431000001434	56	6.39232	553.69016	167.57000	999.00100	0.91471	0.99900	0.00000	0.00071	0.00058	0.00013	0.00000	0.00000	0.00004	0.00000	0.00977	0.00000	0.00095	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00004	0.00000	0	0	0	0	0	0	4	0	5	0	0	9	3	0	0	4	3	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.18821	17.47774	10.26844	0.44828	5084.12000	0.27160	-1899346004	0.00000	0.11111	0.40044	0.96065	1.66307	0.00000	0.07454	0.29330	0.68364	1.15719	0	0	4	10	2	9	3	1	0	2551.98934	2976.95503	3997.23430	3668.50787	3013.19754	53.98896	49.15985	72.60110	68.51077	68.80828	1.01172	-0.54519	-0.02397	0.34869	-0.48741	1
penicillin_v	5.58200	940.34993	4	19	4.76000	2	7	6	71	2	122	24	24	4.55960	20.78995	246.38980	0.28345	266.54000	6	14	461.67687	2827.70500	35.77444	230.32393	-1410.70120	-53.09992	231.35295	4238.40621	88.87436	0.66716	4.08627	0.05170	0.33284	-2.03858	-0.07673	319.48076	1956.77412	24.75594	159.38434	-976.20636	-36.74519	0.04541	0.05491	0.04284	0.00000	459.11137	232.88943	0.66345	0.33655	81.95959	142.24041	999.00100	0.95770	14807.79754	14615.47586	2976.20523	1.01316	4.97540	4.91078	7.59690	1.99846	1.99846	5699.06319	75.49214	17.86218	6277.17272	79.22861	18.44681	45314.99147	212.87318	35.65173	461.67687	2827.70500	35.77444	230.32393	-1410.70120	-53.09992	231.35295	4238.40621	88.87436	0.66716	4.08627	0.05170	0.33284	-2.03858	-0.07673	319.48076	1956.77412	24.75594	159.38434	-976.20636	-36.74519	0.04541	0.05491	0.04284	0.00000	459.11137	232.88943	0.66345	0.33655	1.88988	1.98721	16.10804	0.09456	0.09943	0.47412	0.44249	0.55810	19.98513	66.20793	146.68825	0.35450	1.47471	11.85000	31.97308	-0.33733	0.27987	4.77155	12.06763	8	4	6	4	0	2	2	4	0	0	0	0.28345	342	1440000002291	91	7.14975	856.86959	266.54000	999.00100	0.95770	0.99900	0.00000	0.00000	0.00000	0.00025	0.00000	0.00000	0.00000	0.00000	0.00018	0.00000	0.00010	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	4	0	6	0	0	20	6	0	0	6	4	0	2	0	0	0	0	4	0	0	0	0	0	2	0	0	0	2	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.31641	26.62400	15.50676	0.37500	11839.18000	0.42623	266079090	0.00000	0.22222	0.80087	1.95875	3.20758	0.00000	0.14907	0.58661	1.37588	2.28071	0	0	6	22	2	12	4	2	0	4319.93021	5096.06695	6866.23389	6186.01084	5080.63763	88.16008	83.99079	124.65618	114.94137	115.63146	1.72111	-0.82912	-0.36171	0.93526	-0.86192	1
pentaerythritol	1.38600	316.01387	1	12	0.25000	3	4	9	20	0	29	0	0	2.44660	5.98585	42.43010	0.66288	209.48000	0	0	144.34404	234.23707	12.32874	427.95190	-694.46718	-46.03860	-283.60786	928.70425	58.36734	0.25222	0.40929	0.02154	0.74778	-1.21348	-0.08045	82.60751	134.05292	7.05569	244.91513	-397.44075	-26.34770	0.10620	0.12535	0.63496	0.17135	545.35493	26.94101	0.95292	0.04708	16.15366	28.15834	1.00000	0.80148	2896.32439	2687.35769	2032.95693	1.07776	1.42469	1.32190	7.06562	1.23111	1.23111	2136.16630	46.21868	12.87889	2213.81693	47.05122	13.03309	4613.70188	67.92424	16.64753	144.34404	234.23707	12.32874	427.95190	-694.46718	-46.03860	-283.60786	928.70425	58.36734	0.25222	0.40929	0.02154	0.74778	-1.21348	-0.08045	82.60751	134.05292	7.05569	244.91513	-397.44075	-26.34770	0.10620	0.12535	0.63496	0.17135	545.35493	26.94101	0.95292	0.04708	2.59336	2.90369	4.36914	0.26285	0.29431	0.34173	0.32493	0.34183	9.86619	31.54771	74.31493	0.08213	1.00849	11.99900	16.00699	-0.20441	0.21138	3.05769	9.78800	0	0	0	0	0	0	0	0	0	0	0	0.66288	92	968	24	5.32193	233.96031	209.48000	1.00000	0.80148	0.50000	0.00000	0.00000	0.00000	0.00000	3.00000	0.00000	4.00000	0.00000	0.00000	0.00000	4.26655	7.01906	1.50000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.00000	10.68047	11.25000	1.00000	364.16000	0.00000	252	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	4	0	0	1	629.96944	702.10262	905.74173	909.21223	874.45390	31.73355	27.96991	37.28672	31.30657	35.29773	0.50428	-0.32290	0.44739	-0.50004	0.51028	1
pentamidine	3.95800	340.18993	0	10	2.89000	5	10	7	26	4	49	12	12	1.33560	1.78383	89.27920	0.34745	118.20000	4	4	526.56336	1195.23148	40.15356	268.36244	-609.14841	-48.17292	258.20092	1804.37989	88.32647	0.66241	1.50358	0.05051	0.33759	-0.76630	-0.06060	418.57880	950.12034	31.91910	213.32822	-484.22778	-38.29389	0.08299	0.15218	1.73670	1.23948	647.67212	147.25368	0.81476	0.18524	28.74897	55.44703	1.00000	0.77175	10378.59350	9752.46409	1216.88629	1.06420	8.52881	8.01428	9.58686	2.68514	2.68514	2002.58188	44.75022	12.60463	2258.92179	47.52812	13.12100	3987.43424	63.14613	15.85737	526.56336	1195.23148	40.15356	268.36244	-609.14841	-48.17292	258.20092	1804.37989	88.32647	0.66241	1.50358	0.05051	0.33759	-0.76630	-0.06060	418.57880	950.12034	31.91910	213.32822	-484.22778	-38.29389	0.08299	0.15218	1.73670	1.23948	647.67212	147.25368	0.81476	0.18524	1.53293	3.55070	26.67972	0.04826	0.11179	0.49786	0.51518	0.54425	31.76335	141.07287	318.05331	0.37996	1.55729	11.90000	15.99593	-0.34642	0.10376	5.42190	8.83490	2	2	2	2	0	0	0	2	0	0	0	0.34745	118	2120	32	5.70044	331.14307	118.20000	1.00000	0.77175	0.50000	0.00000	0.00000	0.00000	0.00000	17.23925	15.75463	0.00000	2.37550	0.00000	0.00000	0.00000	0.00000	0.16667	0.69336	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	0	5	0	0	8	0	0	0	2	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.30178	11.65840	8.04432	0.26316	1900.06000	0.38776	730	0.00000	0.00000	0.00000	0.16667	0.21408	0.00000	0.00000	0.00000	0.05556	0.05046	0	0	2	10	2	2	3	0	0	1390.59369	1520.51599	1881.76640	1758.35784	1332.02182	27.98886	27.99310	36.37724	35.32201	27.65782	0.39346	-0.20115	-0.00699	0.04014	-0.00242	0
pentazocine	3.69400	285.20926	0	2	3.33000	4	7	4	23	1	48	6	6	3.51680	12.36788	88.62840	0.08229	23.47000	1	1	455.87442	577.09231	20.94533	111.02141	-140.54222	-15.89222	344.85300	717.63453	36.83755	0.80416	1.01799	0.03695	0.19584	-0.24792	-0.02803	258.43330	327.15122	11.87382	62.93758	-79.67280	-9.00923	0.17204	0.28469	4.53281	9.64809	506.48191	60.41392	0.89343	0.10657	31.49659	53.34541	0.83333	0.89022	3411.33445	3009.69713	935.38134	1.13345	3.64700	3.21762	6.84349	1.65965	1.32651	1579.21991	39.73940	11.64522	1849.65707	43.00764	12.27525	3500.83273	59.16784	15.18415	455.87442	577.09231	20.94533	111.02141	-140.54222	-15.89222	344.85300	717.63453	36.83755	0.80416	1.01799	0.03695	0.19584	-0.24792	-0.02803	258.43330	327.15122	11.87382	62.93758	-79.67280	-9.00923	0.17204	0.28469	4.53281	9.64809	506.48191	60.41392	0.89343	0.10657	1.55704	3.46213	10.51768	0.10022	0.22283	0.46906	0.44794	0.45239	15.53685	58.18071	130.41499	0.25771	1.36939	11.99616	15.99795	-0.38679	0.09881	5.18934	12.10768	3	1	1	1	0	0	0	3	0	0	0	0.08229	116	870	39	5.52356	298.45194	23.47000	0.83333	0.89022	0.45455	1.16340	6.92967	6.07998	1.27132	8.40728	16.39345	2.95574	4.73323	2.94168	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	4	0	4	0	1	3	2	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.87902	5.89388	2.81250	0.57895	2080.02000	0.27083	360	0.00000	0.00000	0.00000	0.15544	0.52680	0.00000	0.00000	0.00000	0.09079	0.31263	0	0	0	5	3	6	3	1	1	1736.13955	2098.91104	3177.49370	3442.57680	2638.39935	22.13445	23.83064	36.32891	40.32891	33.49509	0.15439	-0.07964	-0.01777	0.03374	0.00081	1
pentobarbital	2.07900	226.13174	0	4	2.12000	5	8	5	16	0	34	0	0	-0.78530	0.61670	54.59400	0.33286	75.27000	2	5	298.28742	457.67530	14.93340	143.22034	-219.74917	-32.63649	155.06707	677.42447	47.56989	0.67561	1.03662	0.03382	0.32439	-0.49772	-0.07392	131.69621	202.06720	6.59321	63.23289	-97.02096	-14.40926	0.18588	0.18176	1.15744	5.17120	322.77112	118.73663	0.73107	0.26893	23.87173	35.96827	1.00000	0.66513	1275.41388	1003.52135	879.87454	1.27094	1.44954	1.14053	5.37699	1.27519	1.27519	1232.83210	35.11171	10.72263	1414.32994	37.60758	11.22493	2751.64366	52.45611	14.01299	298.28742	457.67530	14.93340	143.22034	-219.74917	-32.63649	155.06707	677.42447	47.56989	0.67561	1.03662	0.03382	0.32439	-0.49772	-0.07392	131.69621	202.06720	6.59321	63.23289	-97.02096	-14.40926	0.18588	0.18176	1.15744	5.17120	322.77112	118.73663	0.73107	0.26893	1.70135	3.16028	3.67957	0.19919	0.37000	0.42216	0.40712	0.43906	8.54120	23.26546	51.59076	0.07310	1.26834	11.90000	15.99693	-0.27989	0.28617	4.41742	11.62505	1	0	1	0	0	0	0	1	0	0	0	0.33286	78	398	29	5.00000	226.91066	75.27000	1.00000	0.66513	0.50000	0.65519	3.62325	3.44513	1.19055	1.31037	4.22386	1.65096	2.67270	3.03934	0.00000	0.75000	0.00000	0.00000	0.00000	0.00000	0.00000	0.50000	0.00000	0.00000	0	0	0	0	0	0	3	0	3	0	0	0	1	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.06250	5.55766	2.48828	0.72727	916.05000	0.17647	182	0.00000	0.00000	0.00000	0.04811	0.20614	0.00000	0.00000	0.00000	0.01562	0.03921	0	0	2	0	0	3	3	1	1	966.83719	1118.68148	1586.61874	1752.25579	1309.11573	19.04337	17.66100	26.57037	33.31801	33.75207	0.47185	-0.23874	0.22737	-0.45488	0.23880	0
pentostatin	-0.79600	268.11715	0	2	1.79000	0	8	2	21	2	35	5	5	-2.29740	5.27805	61.12060	0.41821	112.13000	4	7	443.69204	1091.14315	40.61501	140.05384	-344.42535	-47.11035	303.63820	1435.56850	87.72535	0.76008	1.86921	0.06958	0.23992	-0.59003	-0.08070	259.00340	636.95031	23.70884	81.75585	-201.05688	-27.50047	0.08569	0.15980	2.32591	3.04908	385.74654	197.99934	0.66081	0.33919	24.68731	37.63669	0.80000	0.96846	2866.44516	2394.54119	625.30338	1.19707	4.58409	3.82941	6.17164	1.79022	1.79022	1722.61111	41.50435	11.98751	1901.48440	43.60601	12.38885	3694.84458	60.78523	15.45962	443.69204	1091.14315	40.61501	140.05384	-344.42535	-47.11035	303.63820	1435.56850	87.72535	0.76008	1.86921	0.06958	0.23992	-0.59003	-0.08070	259.00340	636.95031	23.70884	81.75585	-201.05688	-27.50047	0.08569	0.15980	2.32591	3.04908	385.74654	197.99934	0.66081	0.33919	0.65859	2.40122	10.47752	0.04865	0.17738	0.38727	0.46938	0.63575	13.53733	33.64063	63.74725	0.33048	1.49240	11.99672	15.99897	-0.39335	0.14532	4.29727	9.88869	3	1	2	1	0	0	2	0	1	0	0	0.41821	102	670	32	5.39232	222.08149	112.13000	0.80000	0.96846	0.44444	0.00000	0.00000	0.00000	0.00000	2.29950	9.97608	0.00000	5.58016	0.00000	0.00000	0.45428	0.79370	0.00000	0.00000	0.00000	0.00000	1.04004	1.19055	0.00000	0	0	0	0	0	0	0	0	3	0	1	1	4	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.95918	5.78000	2.61224	0.63636	1027.08000	0.42857	293	0.00000	0.00000	0.19245	0.39897	0.63444	0.00000	0.00000	0.08442	0.13522	0.16039	0	0	1	1	0	3	4	0	0	1132.64343	1355.28791	1943.30734	1938.71484	1556.18342	23.53780	24.15610	35.28723	39.00258	33.75311	0.72107	-0.34868	-0.00899	-0.16214	0.32232	0
pentoxifylline	0.36800	278.13789	0	5	2.12000	6	11	6	21	0	38	10	9	-0.02930	0.00086	63.08460	0.27148	75.51000	0	6	426.88305	741.12456	22.32904	155.07365	-269.22805	-35.31889	271.80939	1010.35261	57.64794	0.73353	1.27350	0.03837	0.26647	-0.46263	-0.06069	248.42745	431.30240	12.99454	90.24615	-156.67907	-20.55407	0.16671	0.17250	0.84411	7.14284	441.14833	140.80837	0.75804	0.24196	29.81173	41.68827	1.00000	0.84206	3161.96098	2722.75241	731.91583	1.16131	4.32012	3.72003	6.45992	2.38639	2.38639	1789.26467	42.29970	12.14017	1964.90147	44.32721	12.52507	3867.23580	62.18710	15.69641	426.88305	741.12456	22.32904	155.07365	-269.22805	-35.31889	271.80939	1010.35261	57.64794	0.73353	1.27350	0.03837	0.26647	-0.46263	-0.06069	248.42745	431.30240	12.99454	90.24615	-156.67907	-20.55407	0.16671	0.17250	0.84411	7.14284	441.14833	140.80837	0.75804	0.24196	0.87847	3.06525	10.62895	0.06028	0.21034	0.37970	0.36880	0.51980	14.57267	44.61036	87.80404	0.29703	1.26830	11.98851	16.00615	-0.33163	0.36054	4.15073	9.86350	2	2	1	1	0	0	1	1	0	0	0	0.28364	102	834	32	5.39232	254.96677	75.51000	1.00000	0.84206	0.50000	0.39149	3.16690	3.74457	0.00000	3.71151	7.10811	0.00000	3.40040	0.00000	0.00000	0.47247	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.19055	1.14471	0	0	0	0	0	0	3	0	4	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.37188	6.84000	3.44250	0.53846	1141.07000	0.23684	336	0.00000	0.00000	0.09623	0.24437	0.50332	0.00000	0.00000	0.02887	0.06871	0.10824	0	0	2	2	0	2	3	0	0	1185.30664	1383.91871	1957.95051	1971.49881	1643.43818	23.76333	23.82428	34.73369	37.59198	35.11684	0.64548	-0.45035	0.33202	-0.30678	0.11260	0
perazine	3.94400	339.17692	0	4	3.22000	3	13	3	27	2	49	12	12	4.06460	16.52097	102.82250	0.10325	35.02000	0	3	509.04073	707.48691	24.32990	158.61208	-220.44595	-12.37151	350.42866	927.93285	36.70141	0.76243	1.05966	0.03644	0.23757	-0.33018	-0.01853	339.86248	472.35562	16.24393	105.89780	-147.18136	-8.25988	0.04559	0.21795	0.66970	1.95785	654.95881	12.69400	0.98099	0.01901	35.55018	58.06983	1.00000	0.96006	5640.45453	4887.22100	1357.09116	1.15412	4.15628	3.60125	7.87174	1.79817	1.77430	2063.38138	45.42446	12.73092	2310.59108	48.06861	13.22029	4460.11302	66.78408	16.46071	509.04073	707.48691	24.32990	158.61208	-220.44595	-12.37151	350.42866	927.93285	36.70141	0.76243	1.05966	0.03644	0.23757	-0.33018	-0.01853	339.86248	472.35562	16.24393	105.89780	-147.18136	-8.25988	0.04559	0.21795	0.66970	1.95785	654.95881	12.69400	0.98099	0.01901	1.14580	4.08286	15.31760	0.05577	0.19872	0.45366	0.37432	0.58541	20.54627	84.76880	176.97321	0.30914	1.41339	11.99430	31.97207	-0.33208	0.04360	5.82501	11.87650	4	3	2	1	0	0	0	4	0	0	0	0.10325	128	1394	38	5.75489	318.93087	35.02000	1.00000	0.96006	0.50000	0.00000	2.30459	0.42164	0.00000	23.49353	16.50000	0.00000	3.30193	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.68501	0	0	0	0	0	0	1	0	7	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.41564	8.13148	4.06560	0.40000	2152.04000	0.46939	521	0.00000	0.00000	0.00000	0.29536	0.51671	0.00000	0.00000	0.00000	0.13979	0.28151	0	0	0	12	0	6	1	0	0	2033.41008	2406.18551	3373.83672	3459.70383	2812.51987	31.20769	31.83521	45.34096	48.14967	38.03406	0.26756	-0.16097	-0.08292	0.11626	0.04590	1
